,state,abbreviation,ages,year,population,area (sq. mi)
577,Idaho,ID,under18,2012,427177.0,83574
578,Idaho,ID,under18,2011,428535.0,83574
579,Idaho,ID,total,2011,1583930.0,83574
580,Idaho,ID,under18,2010,428961.0,83574
581,Idaho,ID,total,2010,1570718.0,83574
582,Idaho,ID,total,2013,1612136.0,83574
583,Idaho,ID,total,2009,1554439.0,83574
584,Idaho,ID,under18,2009,426076.0,83574
585,Idaho,ID,under18,2013,427781.0,83574
586,Idaho,ID,total,2007,1505105.0,83574
587,Idaho,ID,under18,2007,415024.0,83574
588,Idaho,ID,total,2008,1534320.0,83574
589,Idaho,ID,under18,2008,422347.0,83574
590,Idaho,ID,total,2005,1428241.0,83574
591,Idaho,ID,under18,2005,394651.0,83574
592,Idaho,ID,total,2006,1468669.0,83574
593,Idaho,ID,under18,2006,404753.0,83574
594,Idaho,ID,total,2003,1363380.0,83574
595,Idaho,ID,under18,2003,379241.0,83574
596,Idaho,ID,total,2004,1391802.0,83574
597,Idaho,ID,under18,2004,384692.0,83574
598,Idaho,ID,total,2001,1319962.0,83574
599,Idaho,ID,under18,2001,373145.0,83574
600,Idaho,ID,total,2002,1340372.0,83574
601,Idaho,ID,under18,2002,375986.0,83574
602,Idaho,ID,total,1999,1275674.0,83574
603,Idaho,ID,under18,1999,366689.0,83574
604,Idaho,ID,total,2000,1299430.0,83574
605,Idaho,ID,under18,2000,370430.0,83574
606,Idaho,ID,total,1997,1228520.0,83574
607,Idaho,ID,under18,1997,357779.0,83574
608,Idaho,ID,under18,1998,362189.0,83574
609,Idaho,ID,total,1998,1252330.0,83574
610,Idaho,ID,under18,1996,353824.0,83574
611,Idaho,ID,total,1996,1203083.0,83574
612,Idaho,ID,total,1995,1177322.0,83574
613,Idaho,ID,under18,1995,349248.0,83574
614,Idaho,ID,under18,1992,324972.0,83574
615,Idaho,ID,total,1992,1071685.0,83574
616,Idaho,ID,total,1993,1108768.0,83574
617,Idaho,ID,under18,1993,333838.0,83574
618,Idaho,ID,under18,1994,344242.0,83574
619,Idaho,ID,total,1994,1145140.0,83574
620,Idaho,ID,total,1991,1041316.0,83574
621,Idaho,ID,under18,1991,316732.0,83574
622,Idaho,ID,under18,1990,313373.0,83574
623,Idaho,ID,total,1990,1012384.0,83574
624,Illinois,IL,under18,1990,2940837.0,57918
625,Illinois,IL,total,1990,11453316.0,57918
626,Illinois,IL,total,1991,11568964.0,57918
627,Illinois,IL,under18,1991,2988715.0,57918
628,Illinois,IL,under18,1994,3110938.0,57918
629,Illinois,IL,total,1994,11912585.0,57918
630,Illinois,IL,total,1993,11809579.0,57918
631,Illinois,IL,under18,1993,3066541.0,57918
632,Illinois,IL,under18,1992,3033427.0,57918
633,Illinois,IL,total,1992,11694184.0,57918
634,Illinois,IL,total,1995,12008437.0,57918
635,Illinois,IL,under18,1995,3152984.0,57918
636,Illinois,IL,under18,1996,3192916.0,57918
637,Illinois,IL,total,1996,12101997.0,57918
638,Illinois,IL,under18,1998,3225252.0,57918
639,Illinois,IL,total,1998,12271847.0,57918
640,Illinois,IL,total,1997,12185715.0,57918
641,Illinois,IL,under18,1997,3222114.0,57918
642,Illinois,IL,total,2000,12434161.0,57918
643,Illinois,IL,under18,2000,3244944.0,57918
644,Illinois,IL,total,1999,12359020.0,57918
645,Illinois,IL,under18,1999,3240034.0,57918
646,Illinois,IL,total,2002,12525556.0,57918
647,Illinois,IL,under18,2002,3238362.0,57918
648,Illinois,IL,total,2001,12488445.0,57918
649,Illinois,IL,under18,2001,3243617.0,57918
650,Illinois,IL,total,2004,12589773.0,57918
651,Illinois,IL,under18,2004,3211599.0,57918
652,Illinois,IL,total,2003,12556006.0,57918
653,Illinois,IL,under18,2003,3225547.0,57918
654,Illinois,IL,total,2006,12643955.0,57918
655,Illinois,IL,under18,2006,3181246.0,57918
656,Illinois,IL,total,2005,12609903.0,57918
657,Illinois,IL,under18,2005,3197318.0,57918
658,Illinois,IL,total,2008,12747038.0,57918
659,Illinois,IL,under18,2008,3153401.0,57918
660,Illinois,IL,total,2007,12695866.0,57918
661,Illinois,IL,under18,2007,3170134.0,57918
662,Illinois,IL,under18,2013,3023307.0,57918
663,Illinois,IL,total,2009,12796778.0,57918
664,Illinois,IL,under18,2009,3138406.0,57918
665,Illinois,IL,total,2013,12882135.0,57918
666,Illinois,IL,total,2010,12839695.0,57918
667,Illinois,IL,under18,2010,3122092.0,57918
668,Illinois,IL,total,2011,12855970.0,57918
669,Illinois,IL,under18,2011,3089833.0,57918
670,Illinois,IL,under18,2012,3057042.0,57918
671,Illinois,IL,total,2012,12868192.0,57918
672,Indiana,IN,total,2012,6537782.0,36420
673,Indiana,IN,under18,2012,1589655.0,36420
674,Indiana,IN,under18,2011,1598091.0,36420
675,Indiana,IN,total,2011,6516336.0,36420
676,Indiana,IN,under18,2010,1605883.0,36420
677,Indiana,IN,total,2010,6489965.0,36420
678,Indiana,IN,total,2013,6570902.0,36420
679,Indiana,IN,total,2009,6459325.0,36420
680,Indiana,IN,under18,2009,1609704.0,36420
681,Indiana,IN,under18,2013,1586027.0,36420
682,Indiana,IN,total,2007,6379599.0,36420
683,Indiana,IN,under18,2007,1609494.0,36420
684,Indiana,IN,total,2008,6424806.0,36420
685,Indiana,IN,under18,2008,1611494.0,36420
686,Indiana,IN,total,2005,6278616.0,36420
687,Indiana,IN,under18,2005,1593898.0,36420
688,Indiana,IN,total,2006,6332669.0,36420
689,Indiana,IN,under18,2006,1603107.0,36420
690,Indiana,IN,total,2003,6196638.0,36420
691,Indiana,IN,under18,2003,1582560.0,36420
692,Indiana,IN,total,2004,6233007.0,36420
693,Indiana,IN,under18,2004,1586281.0,36420
694,Indiana,IN,total,2001,6127760.0,36420
695,Indiana,IN,under18,2001,1579527.0,36420
696,Indiana,IN,total,2002,6155967.0,36420
697,Indiana,IN,under18,2002,1580814.0,36420
698,Indiana,IN,total,1999,6044970.0,36420
699,Indiana,IN,under18,1999,1566079.0,36420
700,Indiana,IN,total,2000,6091866.0,36420
701,Indiana,IN,under18,2000,1574989.0,36420
702,Indiana,IN,total,1997,5955267.0,36420
703,Indiana,IN,under18,1997,1539270.0,36420
704,Indiana,IN,under18,1998,1551960.0,36420
705,Indiana,IN,total,1998,5998881.0,36420
706,Indiana,IN,under18,1996,1517961.0,36420
707,Indiana,IN,total,1996,5906013.0,36420
708,Indiana,IN,total,1995,5851459.0,36420
709,Indiana,IN,under18,1995,1507916.0,36420
710,Indiana,IN,under18,1992,1461650.0,36420
711,Indiana,IN,total,1992,5674547.0,36420
712,Indiana,IN,total,1993,5739019.0,36420
713,Indiana,IN,under18,1993,1473007.0,36420
714,Indiana,IN,under18,1994,1491802.0,36420
715,Indiana,IN,total,1994,5793526.0,36420
716,Indiana,IN,total,1991,5616388.0,36420
717,Indiana,IN,under18,1991,1450759.0,36420
718,Indiana,IN,under18,1990,1437209.0,36420
719,Indiana,IN,total,1990,5557798.0,36420
720,Iowa,IA,under18,1990,719366.0,56276
721,Iowa,IA,total,1990,2781018.0,56276
722,Iowa,IA,total,1991,2797613.0,56276
723,Iowa,IA,under18,1991,724446.0,56276
724,Iowa,IA,under18,1994,728397.0,56276
725,Iowa,IA,total,1994,2850746.0,56276
726,Iowa,IA,total,1993,2836972.0,56276
727,Iowa,IA,under18,1993,727751.0,56276
728,Iowa,IA,under18,1992,724798.0,56276
729,Iowa,IA,total,1992,2818401.0,56276
730,Iowa,IA,total,1995,2867373.0,56276
731,Iowa,IA,under18,1995,726961.0,56276
732,Iowa,IA,under18,1996,729177.0,56276
733,Iowa,IA,total,1996,2880001.0,56276
734,Iowa,IA,under18,1998,729943.0,56276
735,Iowa,IA,total,1998,2902872.0,56276
736,Iowa,IA,total,1997,2891119.0,56276
737,Iowa,IA,under18,1997,729806.0,56276
738,Iowa,IA,total,2000,2929067.0,56276
739,Iowa,IA,under18,2000,733337.0,56276
740,Iowa,IA,total,1999,2917634.0,56276
741,Iowa,IA,under18,1999,732671.0,56276
742,Iowa,IA,total,2002,2934234.0,56276
743,Iowa,IA,under18,2002,723685.0,56276
744,Iowa,IA,total,2001,2931997.0,56276
745,Iowa,IA,under18,2001,728601.0,56276
746,Iowa,IA,total,2004,2953635.0,56276
747,Iowa,IA,under18,2004,718708.0,56276
748,Iowa,IA,total,2003,2941999.0,56276
749,Iowa,IA,under18,2003,720102.0,56276
750,Iowa,IA,total,2006,2982644.0,56276
751,Iowa,IA,under18,2006,721703.0,56276
752,Iowa,IA,total,2005,2964454.0,56276
753,Iowa,IA,under18,2005,718488.0,56276
754,Iowa,IA,total,2008,3016734.0,56276
755,Iowa,IA,under18,2008,725658.0,56276
756,Iowa,IA,total,2007,2999212.0,56276
757,Iowa,IA,under18,2007,723632.0,56276
758,Iowa,IA,under18,2013,724032.0,56276
759,Iowa,IA,total,2009,3032870.0,56276
760,Iowa,IA,under18,2009,726969.0,56276
761,Iowa,IA,total,2013,3090416.0,56276
762,Iowa,IA,total,2010,3050314.0,56276
763,Iowa,IA,under18,2010,727717.0,56276
764,Iowa,IA,total,2011,3064102.0,56276
765,Iowa,IA,under18,2011,725522.0,56276
766,Iowa,IA,under18,2012,723917.0,56276
767,Iowa,IA,total,2012,3075039.0,56276
768,Kansas,KS,total,2012,2885398.0,82282
769,Kansas,KS,under18,2012,726668.0,82282
770,Kansas,KS,under18,2011,726787.0,82282
771,Kansas,KS,total,2011,2869548.0,82282
772,Kansas,KS,under18,2010,727729.0,82282
773,Kansas,KS,total,2010,2858910.0,82282
774,Kansas,KS,total,2013,2893957.0,82282
775,Kansas,KS,total,2009,2832704.0,82282
776,Kansas,KS,under18,2009,721841.0,82282
777,Kansas,KS,under18,2013,724092.0,82282
778,Kansas,KS,total,2007,2783785.0,82282
779,Kansas,KS,under18,2007,711005.0,82282
780,Kansas,KS,total,2008,2808076.0,82282
781,Kansas,KS,under18,2008,714689.0,82282
782,Kansas,KS,total,2005,2745299.0,82282
783,Kansas,KS,under18,2005,704689.0,82282
784,Kansas,KS,total,2006,2762931.0,82282
785,Kansas,KS,under18,2006,705277.0,82282
786,Kansas,KS,total,2003,2723004.0,82282
787,Kansas,KS,under18,2003,707847.0,82282
788,Kansas,KS,total,2004,2734373.0,82282
789,Kansas,KS,under18,2004,705456.0,82282
790,Kansas,KS,total,2001,2702162.0,82282
791,Kansas,KS,under18,2001,710923.0,82282
792,Kansas,KS,total,2002,2713535.0,82282
793,Kansas,KS,under18,2002,709416.0,82282
794,Kansas,KS,total,1999,2678338.0,82282
795,Kansas,KS,under18,1999,713022.0,82282
796,Kansas,KS,total,2000,2693681.0,82282
797,Kansas,KS,under18,2000,713887.0,82282
798,Kansas,KS,total,1997,2635292.0,82282
799,Kansas,KS,under18,1997,704001.0,82282
800,Kansas,KS,under18,1998,710402.0,82282
801,Kansas,KS,total,1998,2660598.0,82282
802,Kansas,KS,under18,1996,696298.0,82282
803,Kansas,KS,total,1996,2614554.0,82282
804,Kansas,KS,total,1995,2601008.0,82282
805,Kansas,KS,under18,1995,694124.0,82282
806,Kansas,KS,under18,1992,680871.0,82282
807,Kansas,KS,total,1992,2532395.0,82282
808,Kansas,KS,total,1993,2556547.0,82282
809,Kansas,KS,under18,1993,687262.0,82282
810,Kansas,KS,under18,1994,693673.0,82282
811,Kansas,KS,total,1994,2580513.0,82282
812,Kansas,KS,total,1991,2498722.0,82282
813,Kansas,KS,under18,1991,672033.0,82282
814,Kansas,KS,under18,1990,662641.0,82282
815,Kansas,KS,total,1990,2481349.0,82282
816,Kentucky,KY,under18,1990,945951.0,40411
817,Kentucky,KY,total,1990,3694048.0,40411
818,Kentucky,KY,total,1991,3722328.0,40411
819,Kentucky,KY,under18,1991,951512.0,40411
820,Kentucky,KY,under18,1994,981439.0,40411
821,Kentucky,KY,total,1994,3849088.0,40411
822,Kentucky,KY,total,1993,3812206.0,40411
823,Kentucky,KY,under18,1993,971134.0,40411
824,Kentucky,KY,under18,1992,963861.0,40411
825,Kentucky,KY,total,1992,3765469.0,40411
826,Kentucky,KY,total,1995,3887427.0,40411
827,Kentucky,KY,under18,1995,984486.0,40411
828,Kentucky,KY,under18,1996,987062.0,40411
829,Kentucky,KY,total,1996,3919536.0,40411
830,Kentucky,KY,under18,1998,997296.0,40411
831,Kentucky,KY,total,1998,3985391.0,40411
832,Kentucky,KY,total,1997,3952747.0,40411
833,Kentucky,KY,under18,1997,1002609.0,40411
834,Kentucky,KY,total,2000,4049021.0,40411
835,Kentucky,KY,under18,2000,994984.0,40411
836,Kentucky,KY,total,1999,4018053.0,40411
837,Kentucky,KY,under18,1999,996382.0,40411
838,Kentucky,KY,total,2002,4089875.0,40411
839,Kentucky,KY,under18,2002,995251.0,40411
840,Kentucky,KY,total,2001,4068132.0,40411
841,Kentucky,KY,under18,2001,994105.0,40411
842,Kentucky,KY,total,2004,4146101.0,40411
843,Kentucky,KY,under18,2004,998459.0,40411
844,Kentucky,KY,total,2003,4117170.0,40411
845,Kentucky,KY,under18,2003,998485.0,40411
846,Kentucky,KY,total,2006,4219239.0,40411
847,Kentucky,KY,under18,2006,1011295.0,40411
848,Kentucky,KY,total,2005,4182742.0,40411
849,Kentucky,KY,under18,2005,1004020.0,40411
850,Kentucky,KY,total,2008,4289878.0,40411
851,Kentucky,KY,under18,2008,1022001.0,40411
852,Kentucky,KY,total,2007,4256672.0,40411
853,Kentucky,KY,under18,2007,1016288.0,40411
854,Kentucky,KY,under18,2013,1014004.0,40411
855,Kentucky,KY,total,2009,4317074.0,40411
856,Kentucky,KY,under18,2009,1021710.0,40411
857,Kentucky,KY,total,2013,4395295.0,40411
858,Kentucky,KY,total,2010,4347698.0,40411
859,Kentucky,KY,under18,2010,1023679.0,40411
860,Kentucky,KY,total,2011,4366869.0,40411
861,Kentucky,KY,under18,2011,1021926.0,40411
862,Kentucky,KY,under18,2012,1017350.0,40411
863,Kentucky,KY,total,2012,4379730.0,40411
864,Louisiana,LA,total,2012,4602134.0,51843
865,Louisiana,LA,under18,2012,1114620.0,51843
866,Louisiana,LA,under18,2011,1116579.0,51843
867,Louisiana,LA,total,2011,4575197.0,51843
868,Louisiana,LA,under18,2010,1118576.0,51843
869,Louisiana,LA,total,2010,4545392.0,51843
870,Louisiana,LA,total,2013,4625470.0,51843
871,Louisiana,LA,total,2009,4491648.0,51843
872,Louisiana,LA,under18,2009,1114228.0,51843
873,Louisiana,LA,under18,2013,1112957.0,51843
874,Louisiana,LA,total,2007,4375581.0,51843
875,Louisiana,LA,under18,2007,1096642.0,51843
876,Louisiana,LA,total,2008,4435586.0,51843
877,Louisiana,LA,under18,2008,1108728.0,51843
878,Louisiana,LA,total,2005,4576628.0,51843
879,Louisiana,LA,under18,2005,1177954.0,51843
880,Louisiana,LA,total,2006,4302665.0,51843
881,Louisiana,LA,under18,2006,1078779.0,51843
882,Louisiana,LA,total,2003,4521042.0,51843
883,Louisiana,LA,under18,2003,1188070.0,51843
884,Louisiana,LA,total,2004,4552238.0,51843
885,Louisiana,LA,under18,2004,1182731.0,51843
886,Louisiana,LA,total,2001,4477875.0,51843
887,Louisiana,LA,under18,2001,1204187.0,51843
888,Louisiana,LA,total,2002,4497267.0,51843
889,Louisiana,LA,under18,2002,1194819.0,51843
890,Louisiana,LA,total,2000,4471885.0,51843
891,Louisiana,LA,under18,2000,1217670.0,51843
892,Louisiana,LA,total,1999,4460811.0,51843
893,Louisiana,LA,under18,1999,1227167.0,51843
894,Louisiana,LA,total,1997,4421072.0,51843
895,Louisiana,LA,under18,1997,1239665.0,51843
896,Louisiana,LA,under18,1998,1232984.0,51843
897,Louisiana,LA,total,1998,4440344.0,51843
898,Louisiana,LA,under18,1996,1244627.0,51843
899,Louisiana,LA,total,1996,4398877.0,51843
900,Louisiana,LA,total,1995,4378779.0,51843
901,Louisiana,LA,under18,1995,1250112.0,51843
902,Louisiana,LA,under18,1992,1237034.0,51843
903,Louisiana,LA,total,1992,4293003.0,51843
904,Louisiana,LA,total,1993,4316428.0,51843
905,Louisiana,LA,under18,1993,1239161.0,51843
906,Louisiana,LA,under18,1994,1247631.0,51843
907,Louisiana,LA,total,1994,4347481.0,51843
908,Louisiana,LA,total,1991,4253279.0,51843
909,Louisiana,LA,under18,1991,1222330.0,51843
910,Louisiana,LA,under18,1990,1205984.0,51843
911,Louisiana,LA,total,1990,4221532.0,51843
912,Maine,ME,under18,1990,308066.0,35387
913,Maine,ME,total,1990,1231719.0,35387
914,Maine,ME,total,1991,1237081.0,35387
915,Maine,ME,under18,1991,309871.0,35387
916,Maine,ME,under18,1994,311570.0,35387
917,Maine,ME,total,1994,1242662.0,35387
918,Maine,ME,total,1993,1242302.0,35387
919,Maine,ME,under18,1993,310966.0,35387
920,Maine,ME,under18,1992,310679.0,35387
921,Maine,ME,total,1992,1238508.0,35387
922,Maine,ME,total,1995,1243481.0,35387
923,Maine,ME,under18,1995,309173.0,35387
924,Maine,ME,under18,1996,307740.0,35387
925,Maine,ME,total,1996,1249060.0,35387
926,Maine,ME,under18,1998,304496.0,35387
927,Maine,ME,total,1998,1259127.0,35387
928,Maine,ME,total,1997,1254774.0,35387
929,Maine,ME,under18,1997,305097.0,35387
930,Maine,ME,total,1999,1266808.0,35387
931,Maine,ME,under18,1999,302321.0,35387
932,Maine,ME,total,2000,1277072.0,35387
933,Maine,ME,under18,2000,301407.0,35387
934,Maine,ME,total,2002,1295960.0,35387
935,Maine,ME,under18,2002,298595.0,35387
936,Maine,ME,total,2001,1285692.0,35387
937,Maine,ME,under18,2001,300088.0,35387
938,Maine,ME,total,2004,1313688.0,35387
939,Maine,ME,under18,2004,294791.0,35387
940,Maine,ME,total,2003,1306513.0,35387
941,Maine,ME,under18,2003,296786.0,35387
942,Maine,ME,total,2006,1323619.0,35387
943,Maine,ME,under18,2006,288945.0,35387
944,Maine,ME,total,2005,1318787.0,35387
945,Maine,ME,under18,2005,292039.0,35387
946,Maine,ME,total,2008,1330509.0,35387
947,Maine,ME,under18,2008,282204.0,35387
948,Maine,ME,total,2007,1327040.0,35387
949,Maine,ME,under18,2007,286185.0,35387
950,Maine,ME,under18,2013,261276.0,35387
951,Maine,ME,total,2009,1329590.0,35387
952,Maine,ME,under18,2009,277946.0,35387
953,Maine,ME,total,2013,1328302.0,35387
954,Maine,ME,total,2010,1327366.0,35387
955,Maine,ME,under18,2010,273061.0,35387
956,Maine,ME,total,2011,1327844.0,35387
957,Maine,ME,under18,2011,268737.0,35387
958,Maine,ME,under18,2012,264846.0,35387
959,Maine,ME,total,2012,1328501.0,35387
960,Montana,MT,total,2012,1005494.0,147046
961,Montana,MT,under18,2012,222905.0,147046
962,Montana,MT,under18,2011,222977.0,147046
963,Montana,MT,total,2011,997600.0,147046
964,Montana,MT,under18,2010,223292.0,147046
965,Montana,MT,total,2010,990527.0,147046
966,Montana,MT,total,2013,1015165.0,147046
967,Montana,MT,total,2009,983982.0,147046
968,Montana,MT,under18,2009,223675.0,147046
969,Montana,MT,under18,2013,223981.0,147046
970,Montana,MT,total,2007,964706.0,147046
971,Montana,MT,under18,2007,223135.0,147046
972,Montana,MT,total,2008,976415.0,147046
973,Montana,MT,under18,2008,223814.0,147046
974,Montana,MT,total,2005,940102.0,147046
975,Montana,MT,under18,2005,221685.0,147046
976,Montana,MT,total,2006,952692.0,147046
977,Montana,MT,under18,2006,221930.0,147046
978,Montana,MT,total,2003,919630.0,147046
979,Montana,MT,under18,2003,223012.0,147046
980,Montana,MT,total,2004,930009.0,147046
981,Montana,MT,under18,2004,221999.0,147046
982,Montana,MT,total,2002,911667.0,147046
983,Montana,MT,under18,2002,224772.0,147046
984,Montana,MT,total,2001,906961.0,147046
985,Montana,MT,under18,2001,227118.0,147046
986,Montana,MT,total,1999,897508.0,147046
987,Montana,MT,under18,1999,231133.0,147046
988,Montana,MT,total,2000,903773.0,147046
989,Montana,MT,under18,2000,230067.0,147046
990,Montana,MT,total,1997,889865.0,147046
991,Montana,MT,under18,1997,232813.0,147046
992,Montana,MT,under18,1998,231746.0,147046
993,Montana,MT,total,1998,892431.0,147046
994,Montana,MT,total,1995,876553.0,147046
995,Montana,MT,under18,1995,236583.0,147046
996,Montana,MT,under18,1996,235294.0,147046
997,Montana,MT,total,1996,886254.0,147046
998,Montana,MT,under18,1992,230868.0,147046
999,Montana,MT,total,1992,825770.0,147046
1000,Montana,MT,total,1993,844761.0,147046
1001,Montana,MT,under18,1993,234987.0,147046
1002,Montana,MT,under18,1994,237289.0,147046
1003,Montana,MT,total,1994,861306.0,147046
1004,Montana,MT,total,1991,809680.0,147046
1005,Montana,MT,under18,1991,225259.0,147046
1006,Montana,MT,under18,1990,223677.0,147046
1007,Montana,MT,total,1990,800204.0,147046
1008,Nebraska,NE,under18,1990,430068.0,77358
1009,Nebraska,NE,total,1990,1581660.0,77358
1010,Nebraska,NE,total,1991,1595919.0,77358
1011,Nebraska,NE,under18,1991,434525.0,77358
1012,Nebraska,NE,under18,1994,442589.0,77358
1013,Nebraska,NE,total,1994,1639041.0,77358
1014,Nebraska,NE,total,1993,1625590.0,77358
1015,Nebraska,NE,under18,1993,439313.0,77358
1016,Nebraska,NE,under18,1992,436378.0,77358
1017,Nebraska,NE,total,1992,1611687.0,77358
1018,Nebraska,NE,under18,1996,446841.0,77358
1019,Nebraska,NE,total,1996,1673740.0,77358
1020,Nebraska,NE,total,1995,1656993.0,77358
1021,Nebraska,NE,under18,1995,444418.0,77358
1022,Nebraska,NE,under18,1998,451192.0,77358
1023,Nebraska,NE,total,1998,1695817.0,77358
1024,Nebraska,NE,total,1997,1686418.0,77358
1025,Nebraska,NE,under18,1997,450076.0,77358
1026,Nebraska,NE,total,1999,1704764.0,77358
1027,Nebraska,NE,under18,1999,451047.0,77358
1028,Nebraska,NE,total,2000,1713820.0,77358
1029,Nebraska,NE,under18,2000,450380.0,77358
1030,Nebraska,NE,total,2001,1719836.0,77358
1031,Nebraska,NE,under18,2001,448307.0,77358
1032,Nebraska,NE,total,2002,1728292.0,77358
1033,Nebraska,NE,under18,2002,447714.0,77358
1034,Nebraska,NE,total,2004,1749370.0,77358
1035,Nebraska,NE,under18,2004,448360.0,77358
1036,Nebraska,NE,total,2003,1738643.0,77358
1037,Nebraska,NE,under18,2003,447444.0,77358
1038,Nebraska,NE,total,2006,1772693.0,77358
1039,Nebraska,NE,under18,2006,450098.0,77358
1040,Nebraska,NE,total,2005,1761497.0,77358
1041,Nebraska,NE,under18,2005,448918.0,77358
1042,Nebraska,NE,total,2008,1796378.0,77358
1043,Nebraska,NE,under18,2008,453787.0,77358
1044,Nebraska,NE,total,2007,1783440.0,77358
1045,Nebraska,NE,under18,2007,451946.0,77358
1046,Nebraska,NE,under18,2013,464348.0,77358
1047,Nebraska,NE,total,2009,1812683.0,77358
1048,Nebraska,NE,under18,2009,456543.0,77358
1049,Nebraska,NE,total,2013,1868516.0,77358
1050,Nebraska,NE,total,2010,1829838.0,77358
1051,Nebraska,NE,under18,2010,459621.0,77358
1052,Nebraska,NE,total,2011,1841749.0,77358
1053,Nebraska,NE,under18,2011,460872.0,77358
1054,Nebraska,NE,under18,2012,462673.0,77358
1055,Nebraska,NE,total,2012,1855350.0,77358
1056,Nevada,NV,total,2012,2754354.0,110567
1057,Nevada,NV,under18,2012,659655.0,110567
1058,Nevada,NV,under18,2011,659236.0,110567
1059,Nevada,NV,total,2011,2717951.0,110567
1060,Nevada,NV,under18,2010,663180.0,110567
1061,Nevada,NV,total,2010,2703230.0,110567
1062,Nevada,NV,total,2013,2790136.0,110567
1063,Nevada,NV,total,2009,2684665.0,110567
1064,Nevada,NV,under18,2009,666041.0,110567
1065,Nevada,NV,under18,2013,661605.0,110567
1066,Nevada,NV,total,2007,2601072.0,110567
1067,Nevada,NV,under18,2007,654053.0,110567
1068,Nevada,NV,total,2008,2653630.0,110567
1069,Nevada,NV,under18,2008,662621.0,110567
1070,Nevada,NV,total,2005,2432143.0,110567
1071,Nevada,NV,under18,2005,611595.0,110567
1072,Nevada,NV,total,2006,2522658.0,110567
1073,Nevada,NV,under18,2006,634403.0,110567
1074,Nevada,NV,total,2003,2248850.0,110567
1075,Nevada,NV,under18,2003,568963.0,110567
1076,Nevada,NV,total,2004,2346222.0,110567
1077,Nevada,NV,under18,2004,591314.0,110567
1078,Nevada,NV,total,2002,2173791.0,110567
1079,Nevada,NV,under18,2002,552816.0,110567
1080,Nevada,NV,total,2001,2098399.0,110567
1081,Nevada,NV,under18,2001,534708.0,110567
1082,Nevada,NV,total,1999,1934718.0,110567
1083,Nevada,NV,under18,1999,493701.0,110567
1084,Nevada,NV,total,2000,2018741.0,110567
1085,Nevada,NV,under18,2000,516018.0,110567
1086,Nevada,NV,total,1997,1764104.0,110567
1087,Nevada,NV,under18,1997,443626.0,110567
1088,Nevada,NV,under18,1998,469424.0,110567
1089,Nevada,NV,total,1998,1853192.0,110567
1090,Nevada,NV,total,1995,1581578.0,110567
1091,Nevada,NV,under18,1995,396223.0,110567
1092,Nevada,NV,under18,1996,419133.0,110567
1093,Nevada,NV,total,1996,1666320.0,110567
1094,Nevada,NV,under18,1992,337396.0,110567
1095,Nevada,NV,total,1992,1351367.0,110567
1096,Nevada,NV,total,1993,1411215.0,110567
1097,Nevada,NV,under18,1993,354990.0,110567
1098,Nevada,NV,under18,1994,376745.0,110567
1099,Nevada,NV,total,1994,1499298.0,110567
1100,Nevada,NV,total,1991,1296172.0,110567
1101,Nevada,NV,under18,1991,325033.0,110567
1102,Nevada,NV,under18,1990,316406.0,110567
1103,Nevada,NV,total,1990,1220695.0,110567
1104,New Hampshire,NH,under18,1990,277454.0,9351
1105,New Hampshire,NH,total,1990,1112384.0,9351
1106,New Hampshire,NH,total,1991,1109929.0,9351
1107,New Hampshire,NH,under18,1991,281127.0,9351
1108,New Hampshire,NH,under18,1994,295563.0,9351
1109,New Hampshire,NH,total,1994,1142561.0,9351
1110,New Hampshire,NH,total,1993,1129458.0,9351
1111,New Hampshire,NH,under18,1993,290409.0,9351
1112,New Hampshire,NH,under18,1992,286314.0,9351
1113,New Hampshire,NH,total,1992,1117785.0,9351
1114,New Hampshire,NH,under18,1996,300161.0,9351
1115,New Hampshire,NH,total,1996,1174719.0,9351
1116,New Hampshire,NH,total,1995,1157561.0,9351
1117,New Hampshire,NH,under18,1995,298246.0,9351
1118,New Hampshire,NH,under18,1998,307292.0,9351
1119,New Hampshire,NH,total,1998,1205941.0,9351
1120,New Hampshire,NH,total,1997,1189425.0,9351
1121,New Hampshire,NH,under18,1997,302834.0,9351
1122,New Hampshire,NH,total,2000,1239882.0,9351
1123,New Hampshire,NH,under18,2000,310352.0,9351
1124,New Hampshire,NH,total,1999,1222015.0,9351
1125,New Hampshire,NH,under18,1999,308423.0,9351
1126,New Hampshire,NH,total,2001,1255517.0,9351
1127,New Hampshire,NH,under18,2001,311877.0,9351
1128,New Hampshire,NH,total,2002,1269089.0,9351
1129,New Hampshire,NH,under18,2002,312743.0,9351
1130,New Hampshire,NH,total,2004,1290121.0,9351
1131,New Hampshire,NH,under18,2004,309243.0,9351
1132,New Hampshire,NH,total,2003,1279840.0,9351
1133,New Hampshire,NH,under18,2003,311412.0,9351
1134,New Hampshire,NH,total,2005,1298492.0,9351
1135,New Hampshire,NH,under18,2005,307403.0,9351
1136,New Hampshire,NH,total,2006,1308389.0,9351
1137,New Hampshire,NH,under18,2006,305169.0,9351
1138,New Hampshire,NH,total,2008,1315906.0,9351
1139,New Hampshire,NH,under18,2008,296029.0,9351
1140,New Hampshire,NH,total,2007,1312540.0,9351
1141,New Hampshire,NH,under18,2007,300918.0,9351
1142,New Hampshire,NH,under18,2013,271122.0,9351
1143,New Hampshire,NH,total,2009,1316102.0,9351
1144,New Hampshire,NH,under18,2009,290850.0,9351
